,numPhotos,price,propertyType,size,exterior,rooms,bathrooms,address,municipality,latitude,longitude,showAddress,distance,hasVideo,status,newDevelopment,hasPlan,has3DTour,has360,topNewDevelopment,floor,district,neighborhood,hasLift
0,12,750.0,flat,60.0,True,1,1,"Calle de Alejandro Villegas, 23",Madrid,404.646.164,-36.489.179,True,7037,False,good,False,False,False,False,False,3,Hortaleza,Canillas,True
1,21,750.0,flat,70.0,True,2,1,Gregorio izquierdo,San Sebastián de los Reyes,405.500.865,-36.278.085,False,16145,True,good,False,True,False,False,False,bj,Centro Urbano,Desconocido,False
2,28,400.0,penthouse,67.0,True,2,2,Calle Madrid,Villamanrique de Tajo,40.069.197,-3.241.383,False,55041,False,good,False,False,False,True,False,2,Desconocido,Desconocido,False
3,11,590.0,flat,70.0,True,3,2,Rascafría,Rascafría,409.073.967,-38.815.996,False,56596,False,good,False,False,False,False,False,Desconocido,Desconocido,Desconocido,False
4,17,684.0,studio,45.0,True,0,1,"Av. José Antonio Corrales, 2",Madrid,404.855.273,-36.155.982,True,10656,False,good,False,False,False,True,False,Desconocido,Desconocido,Desconocido,True
5,19,600.0,flat,73.0,True,2,1,Manzanares el Real,Manzanares el Real,40.727.241,-38.627.075,False,37062,False,good,False,False,False,False,False,3,Desconocido,Desconocido,False
6,15,600.0,duplex,71.0,True,1,1,Calle de la Fuente,Miraflores de la Sierra,4.081.076,-37.651.952,False,44126,False,good,False,False,False,False,False,1,Desconocido,Desconocido,False
7,17,550.0,flat,53.0,True,1,1,Avenida del Monte Igueldo,Madrid,403.925.829,-36.680.531,False,4008,False,good,False,False,False,False,False,1,Puente de Vallecas,San Diego,False
8,19,700.0,studio,28.0,True,0,1,"Calle de Juan Pérez Zúñiga, 41",Madrid,404.436.001,-36.477.389,True,5569,False,good,False,True,True,False,False,1,Ciudad Lineal,San Pascual,False
9,26,700.0,duplex,86.0,True,2,1,Calle Prado Mingo,Galapagar,405.756.061,-40.067.032,False,31153,False,good,False,False,False,False,False,3,Casco Antiguo,Desconocido,True
10,18,700.0,flat,45.0,False,1,1,Calle de Benito Gutiérrez,Madrid,404.312.011,-37.181.341,False,2046,False,good,False,False,False,False,False,5,Moncloa,Argüelles,False
11,14,550.0,flat,54.0,True,2,1,"Ronda del Olivar, 62",Arganda,402.998.979,-34.342.379,True,26233,False,good,False,False,False,False,False,en,Centro,Desconocido,False
12,11,695.0,flat,64.0,True,2,1,"Calle de Ramón Esteban, 12",San Sebastián de los Reyes,405.462.991,-36.281.483,True,15747,False,good,False,False,False,False,False,1,Centro Urbano,Desconocido,False
13,5,650.0,flat,68.0,True,2,1,duque de medinaceli,San Lorenzo de el Escorial,40.592.936,-4.148.138,False,42410,False,good,False,False,False,False,False,bj,Centro - Casco Histórico,Desconocido,False
14,22,700.0,flat,30.0,False,1,1,Avenida de la Ciudad de Barcelona,Madrid,403.982.963,-36.734.707,False,3247,False,good,False,False,False,False,False,1,Retiro,Adelfas,True
15,16,700.0,flat,35.0,False,1,1,Paseo de Santa María de la Cabeza,Madrid,404.001.572,-36.978.897,False,1894,False,good,False,False,False,False,False,1,Arganzuela,Palos de Moguer,False
16,15,700.0,flat,43.0,True,1,1,LUIS FEITO,Madrid,403.924.838,-37.449.843,False,4442,True,good,False,False,False,False,False,2,Latina,Aluche,True
17,7,650.0,flat,60.0,True,2,1,"Calle del Hachero, 6",Madrid,403.913.672,-3.669.951,True,3985,False,good,False,False,False,False,False,1,Puente de Vallecas,San Diego,False
18,15,650.0,chalet,206.0,False,3,1,Aldea del Fresno,Aldea del Fresno,403.220.018,-41.977.733,False,43195,False,good,False,False,False,False,False,Desconocido,Desconocido,Desconocido,True
19,12,700.0,flat,105.0,True,3,2,CONCHA,Aranjuez,400.286.737,-36.013.388,False,44003,False,good,False,False,False,False,False,bj,Centro,Desconocido,False
20,9,695.0,flat,40.0,False,1,1,barrio Goya,Madrid,404.203.748,-36.768.541,False,2271,False,good,False,True,False,False,False,4,Barrio de Salamanca,Goya,True
21,13,675.0,flat,40.0,True,1,1,Centro,Villanueva del Pardillo,404.911.883,-39.639.014,False,23556,False,good,False,False,False,False,False,bj,Centro,Desconocido,False
22,30,750.0,studio,45.0,False,0,1,Calle del Mesón de Paredes,Madrid,404.074.632,-37.032.414,False,1027,True,good,False,False,False,False,False,bj,Centro,Lavapiés-Embajadores,True
23,20,750.0,flat,99.0,True,3,2,Calle de Stuart,Aranjuez,400.328.863,-36.044.561,False,43492,False,good,False,False,False,False,False,1,Centro,Desconocido,True
24,29,680.0,flat,38.0,False,1,1,"Calle de Granada, 31",Madrid,404.041.953,-36.774.173,True,2591,False,good,False,False,False,False,False,1,Retiro,Pacífico,True
25,24,750.0,flat,51.0,True,1,1,Avenida de Logroño,Madrid,404.717.009,-35.826.642,False,11896,False,good,False,False,False,False,False,1,Barajas,Timón,True
26,12,750.0,penthouse,60.0,True,1,1,barrio Las Matas- Peñascales,Las Rozas de Madrid,405.431.591,-3.892.687,False,21316,False,good,False,False,False,False,False,2,Las Matas- Peñascales,Las Matas- Peñascales,False
27,13,750.0,studio,25.0,False,0,1,Calle de Augusto Figueroa,Madrid,404.209.816,-37.004.074,False,533,False,good,False,False,False,False,False,4,Centro,Chueca-Justicia,True
28,7,750.0,flat,40.0,False,1,1,Calle del General Lacy,Madrid,404.006.091,-36.929.668,False,1989,False,good,False,False,False,False,False,1,Arganzuela,Palos de Moguer,False
29,13,650.0,flat,62.0,True,2,1,Calle de Navalmoral de la Mata,Madrid,403.751,-377.802,False,7841,False,good,False,True,False,False,False,1,Latina,Águilas,False
30,15,750.0,studio,30.0,True,0,1,Calle de la Esperanza,Madrid,404.083.913,-37.015.454,False,935,True,good,False,False,False,False,False,3,Centro,Lavapiés-Embajadores,False
31,24,750.0,flat,39.0,False,1,1,Calle de García de Paredes,Madrid,404.347.375,-36.990.821,False,2036,False,good,False,True,False,False,False,5,Chamberí,Trafalgar,False
32,21,700.0,flat,62.0,True,2,1,Calle de Rocafort,Madrid,403.412.163,-3.687.954,False,8492,True,good,False,True,False,True,False,3,Villaverde,San Cristóbal,False
33,17,747.0,flat,96.0,True,3,2,Calle pino canario,Navalcarnero,402.985.117,-39.763.599,False,26611,False,good,False,True,False,False,False,1,La Dehesa - El Pinar,Desconocido,True
34,16,640.0,studio,35.0,True,0,1,Calle Calcio,Madrid,403.530.117,-36.811.646,False,7324,False,good,False,False,False,False,False,1,Villaverde,Butarque,True
35,20,750.0,flat,30.0,False,1,1,Calle del Alcalde Sainz de Baranda,Madrid,404.147.316,-36.781.755,False,2133,False,good,False,False,False,False,False,st,Retiro,Ibiza,True
36,20,750.0,flat,70.0,True,2,1,"Calle San Vidal, 43",Alcalá de Henares,404.730.968,-3.372.235,True,28703,False,good,False,False,False,False,False,2,Reyes Católicos,Desconocido,True
37,12,625.0,flat,52.0,True,2,1,"Calle Hospìtal, 2",El Escorial,405.839.554,-41.280.487,True,40445,False,good,False,False,False,False,False,2,Centro,Desconocido,False
38,9,700.0,studio,40.0,True,0,1,Plaza de Santa Bárbara,Madrid,404.276.796,-36.944.294,False,1431,False,good,False,False,False,False,False,3,Centro,Chueca-Justicia,True
39,28,750.0,studio,40.0,True,0,1,"Aldea del fresno, 29",Madrid,403.951.105,-36.998.332,True,2417,False,good,False,False,False,False,False,en,Arganzuela,Chopera,True
40,18,650.0,flat,35.0,False,1,1,Carrera de San Francisco,Madrid,404.103.541,-37.135.429,False,1121,True,good,False,False,False,False,False,2,Centro,Palacio,True
41,24,720.0,flat,70.0,True,3,1,Chorrillo,Alcalá de Henares,404.895.154,-33.728.931,False,29099,False,good,False,False,False,False,False,2,Chorrillo,Desconocido,False
42,28,699.0,flat,52.0,True,1,1,"Calle Trole, 9",Madrid,403.809.876,-36.338.528,True,7092,False,good,False,False,False,False,False,3,Puente de Vallecas,Palomeras sureste,True
43,15,750.0,flat,65.0,True,2,1,Calle del Alcalde Saturnino del Yerro Alonso,Leganés,403.173.049,-378.587,False,13081,False,good,False,False,False,False,False,Desconocido,Valdepelayo - Montepinos - Arroyo Culebro,Valdepelayo-Montepinos-Arroyo Culebro,True
44,10,695.0,flat,65.0,True,2,1,Calle del Duero,Coslada,40.426.702,-35.395.081,False,13904,False,good,False,False,False,False,False,Desconocido,Valleaguado - La Cañada,Desconocido,True
45,20,750.0,flat,78.0,True,2,2,Calle Marte,Torrejón de Ardoz,404.429.491,-34.728.317,False,19719,False,good,False,False,False,False,False,Desconocido,Suroeste,Desconocido,True
46,18,620.0,flat,60.0,True,2,1,Calle de Juan Peñalver,Madrid,403.452.777,-37.126.744,False,7981,False,good,False,False,False,False,False,Desconocido,Villaverde,Villaverde Alto,False
47,13,500.0,studio,28.0,False,0,1,Calle Buenavista,Madrid,404.107.557,-36.985.885,False,769,False,good,False,False,False,False,False,1,Centro,Lavapiés-Embajadores,False
48,8,550.0,flat,38.0,True,1,1,Plaza de la Azucena,Leganés,40.329.273,-37.624.511,False,10938,False,good,False,False,False,False,False,Desconocido,Centro,Flores,False
49,23,750.0,flat,46.0,False,1,1,ERCILLA,Madrid,404.034.375,-37.024.214,False,1476,True,good,False,False,False,False,False,3,Arganzuela,Acacias,True
50,20,680.0,studio,55.0,True,0,1,Calle Francisco Villaespesa,Madrid,404.271.679,-36.446.173,False,5097,False,good,False,False,False,False,False,bj,Ciudad Lineal,Ventas,False
51,22,700.0,flat,50.0,True,1,2,Calle La Mina,Camarma de Esteruelas,405.540.497,-33.700.199,False,32052,False,good,False,False,False,False,False,Desconocido,Desconocido,Desconocido,True
52,13,750.0,duplex,35.0,True,1,1,Calle de González Soto,Madrid,403.985.752,-36.617.848,False,4047,True,good,False,False,False,False,False,Desconocido,Desconocido,Desconocido,False
53,28,750.0,flat,66.0,True,2,1,INFANTAS,Alcorcón,403.475.976,-38.315.957,False,13311,True,good,False,False,False,False,False,1,Centro,Zona Renfe,True
54,11,650.0,flat,65.0,True,1,1,Escobedos,Alcalá de Henares,404.844.745,-33.668.928,False,29440,False,good,False,False,False,False,False,en,San Isidro - Los Almendros,Desconocido,True
55,39,720.0,flat,133.0,False,3,2,Calle de Nicolás Fuster,Pinto,402.417.396,-37.034.917,False,19453,False,good,False,True,False,True,False,1,San José - Buenos Aires,Desconocido,True
56,28,600.0,flat,50.0,True,1,1,Calle Antonio Van de Pere,Valdemoro,401.974.035,-36.854.443,False,24430,False,good,False,False,False,False,False,Desconocido,Hospital,Desconocido,True
57,13,650.0,flat,61.0,True,1,1,Calle Gabriel García Márquez,Collado Villalba,406.252.952,-40.115.687,False,34886,False,good,False,False,False,False,False,2,Parque de la Coruña - Las Suertes,Desconocido,True
58,11,650.0,flat,65.0,False,2,1,barrio Valderas - Los Castillos,Alcorcón,403.555.456,-38.133.094,False,11537,False,good,False,False,False,False,False,3,Valderas - Los Castillos,Valderas - Los Castillos,False
59,6,700.0,flat,45.0,True,1,1,barrio Casco Histórico de Barajas,Madrid,404.723.129,-35.773.045,False,12321,False,good,False,False,False,False,False,3,Barajas,Casco Histórico de Barajas,False
60,18,625.0,flat,62.0,True,2,1,Calle Jacinto Benavente,Getafe,403.137.656,-3.729.949,False,11666,False,good,False,False,False,False,False,bj,Getafe Centro,Desconocido,False
61,12,595.0,flat,45.0,True,1,1,Calle Marcelino Castillo,Madrid,403.906.065,-37.445.409,False,4543,False,good,False,False,False,False,False,bj,Latina,Aluche,False
62,20,650.0,flat,55.0,True,1,1,barrio Rejas,Madrid,404.415.556,-35.836.227,False,10495,False,good,False,False,False,False,False,4,San Blas,Rejas,True
63,27,725.0,flat,50.0,True,1,1,SANTA CRISTINA,Madrid,403.476.494,-37.113.962,False,7708,True,good,False,True,False,False,False,2,Villaverde,Villaverde Alto,True
64,13,750.0,flat,95.0,True,3,1,Calle Infante don luis,Alcalá de Henares,40.472.241,-33.746.448,False,28483,False,good,False,False,False,False,False,8,Reyes Católicos,Desconocido,True
65,20,700.0,penthouse,30.0,True,1,1,"Avenida de Aragón, 376",Madrid,404.493.217,-35.674.796,True,12049,False,good,False,False,False,True,False,1,San Blas,Rejas,True
66,25,700.0,flat,27.0,False,1,1,Calle de Miguel Servet,Madrid,404.044.052,-37.001.704,False,1391,False,good,False,False,False,False,False,3,Centro,Lavapiés-Embajadores,False
67,17,650.0,flat,59.0,True,2,1,Val,Alcalá de Henares,404.833.118,-33.528.067,False,30562,False,good,False,False,False,False,False,1,Val,Desconocido,True
68,9,550.0,flat,40.0,True,1,1,Casco Urbano,Paracuellos de Jarama,405.058.099,-35.291.635,False,17750,False,good,False,False,False,False,False,3,Casco Urbano,Desconocido,True
69,20,650.0,flat,55.0,True,1,1,barrio Rejas,Madrid,404.414.556,-35.860.227,False,10296,False,good,False,False,False,False,False,4,San Blas,Rejas,True
70,20,750.0,flat,65.0,True,2,1,Calle Francisco Rioja,Madrid,404.288.893,-36.392.915,False,5580,False,good,False,False,False,False,False,Desconocido,Ciudad Lineal,Pueblo Nuevo,True
71,17,725.0,flat,70.0,True,2,1,Calle de Concejo de Teverga,Madrid,403.867.131,-3.674.711,False,4117,False,good,False,False,False,False,False,Desconocido,Puente de Vallecas,Entrevías,True
72,9,700.0,flat,80.0,True,1,1,Mayor,Alcalá de Henares,404.815.739,-33.656.669,False,29460,False,good,False,False,False,False,False,1,Casco Histórico,Desconocido,False
73,7,650.0,flat,40.0,True,1,1,"BENITEZ, 15",Madrid,404.713.512,-35.779.046,True,12224,False,good,False,False,False,False,False,bj,Barajas,Casco Histórico de Barajas,True
74,24,695.0,flat,90.0,True,3,1,Calle Ámbar,Madrid,403.487.403,-36.840.465,False,7729,False,good,False,False,False,False,False,Desconocido,Villaverde,Los Rosales,False
75,13,750.0,flat,55.0,True,1,1,Calle de Alcalá,Madrid,404.393.155,-36.386.662,False,6017,False,good,False,False,False,False,False,Desconocido,Ciudad Lineal,Quintana,False
76,18,650.0,flat,65.0,True,2,1,Calle de Fuente de Lima,Madrid,403.827.984,-3.780.637,False,7559,False,good,False,False,False,False,False,Desconocido,Latina,Águilas,True
77,13,666.0,flat,70.0,True,1,2,Calle Mercurio,Villanueva del Pardillo,404.848.283,-39.831.274,False,24862,False,good,False,False,False,False,False,1,Los Llanos - Valle Pardo,Desconocido,True
78,10,750.0,flat,78.0,True,2,2,Calle José María Pereda,Alcalá de Henares,40.497.798,-33.653.418,False,29976,False,good,False,False,False,False,False,Desconocido,Ensanche,Desconocido,True
79,16,630.0,flat,74.0,True,3,1,Calle el Almendro,El Molar,407.313.535,-35.807.508,False,36483,False,good,False,False,False,False,False,Desconocido,Desconocido,Desconocido,True
80,18,635.0,studio,55.0,True,0,1,Arquímedes,Leganés,403.129.024,-38.074.212,False,14528,False,good,False,False,False,False,False,2,Valdepelayo - Montepinos - Arroyo Culebro,Valdepelayo-Montepinos-Arroyo Culebro,True
81,5,725.0,flat,69.0,True,2,1,"huerta, 6",Collado Villalba,406.505.412,-39.960.481,True,35892,True,good,False,False,False,False,False,1,Dehesa - El Soto,Desconocido,True
82,16,750.0,flat,35.0,False,1,1,"buenavista, 42",Madrid,404.093.818,-36.999.866,True,859,False,good,False,True,False,False,False,1,Centro,Lavapiés-Embajadores,False
83,10,690.0,flat,65.0,True,2,1,"Calle imagen, 16",Madrid,403.842.534,-36.672.159,True,4724,False,good,False,False,False,False,False,3,Puente de Vallecas,San Diego,False
84,19,700.0,studio,30.0,False,0,1,"Calle de Tribulete, 25",Madrid,404.073.367,-3.703.392,True,1041,False,good,False,False,False,False,False,2,Centro,Lavapiés-Embajadores,True
85,33,730.0,flat,64.0,True,3,1,Calle de Pablo VI,Parla,402.401.418,-37.611.554,False,20235,True,good,False,True,False,True,False,1,Pintores-Ferial,Desconocido,False
86,19,750.0,flat,51.0,True,1,1,Calle Pedro Campos,Madrid,403.883.504,-37.194.063,False,3436,False,good,False,False,False,False,False,1,Carabanchel,Opañel,True
87,16,750.0,flat,48.0,False,1,1,Avenida del Parque,Tres Cantos,406.012.733,-37.082.604,False,20526,False,good,False,False,False,False,False,4,Zona Estación- Centro,Desconocido,True
88,13,690.0,flat,35.0,True,1,1,Calle del Cactus,Madrid,404.598.487,-37.007.082,False,4802,False,good,False,False,False,False,False,Desconocido,Tetuán,Berruguete,False
89,13,750.0,flat,74.0,True,3,1,Calle Nueva,Alcorcón,403.481.835,-38.278.811,False,13017,False,good,False,False,False,False,False,4,Centro,Casco Antiguo,True
90,16,700.0,duplex,35.0,True,1,1,Calle de Fomento,Madrid,404.215.077,-37.110.908,False,852,False,good,False,False,False,False,False,bj,Centro,Palacio,False
91,11,720.0,flat,42.0,True,1,1,Santa Susana,Madrid,404.783.138,-36.471.826,False,8333,False,good,False,True,False,False,False,4,Hortaleza,Pinar del Rey,True
92,22,595.0,flat,55.0,True,1,1,Erilla,Quijorna,404.261.887,-40.538.894,False,29699,False,good,False,True,False,False,False,1,Desconocido,Desconocido,False
93,14,700.0,flat,45.0,False,1,1,San Isidro labrador,Madrid,404.119.172,-37.148.053,False,1113,False,good,False,False,False,False,False,1,Centro,Palacio,False
94,6,500.0,flat,45.0,True,1,1,Valdemorillo pueblo,Valdemorillo,405.000.981,-40.675.866,False,32188,False,good,False,False,False,False,False,Desconocido,Valdemorillo pueblo,Desconocido,False
95,6,700.0,flat,75.0,True,2,1,"ABASTOS, 187",Aranjuez,4.003.075,-359.339,True,43915,True,good,False,True,False,False,False,1,Nuevo Aranjuez-Ciudad de las Artes,Desconocido,False
96,8,675.0,duplex,87.0,True,2,2,Calle CONCEJO,Miraflores de la Sierra,408.128.999,-37.780.237,False,44503,False,good,False,False,False,False,False,2,Desconocido,Desconocido,False
97,10,650.0,flat,45.0,True,1,1,Pedrezuela,Pedrezuela,407.471.453,-3.601.093,False,37741,False,good,False,False,False,False,False,bj,Desconocido,Desconocido,False
98,4,750.0,studio,55.0,True,0,1,"Plaza GENERAL VARA DE REY, 11",Madrid,404.095.182,-37.086.213,True,918,False,good,False,True,True,False,False,2,Centro,Lavapiés-Embajadores,True
99,17,720.0,studio,45.0,True,0,1,"Avenida del Juncal, 11",San Sebastián de los Reyes,405.402.351,-3.620.037,True,15433,True,good,False,True,False,True,False,5,Vega de la Moraleja,Desconocido,True
100,22,624.0,flat,45.0,True,1,1,"Calle Agustina de Aragón , 49",Valdemoro,402.003.307,-36.919.489,True,24077,True,newdevelopment,True,True,False,False,False,Desconocido,Hospital,Desconocido,True
101,22,633.0,flat,45.0,True,1,1,"Calle Agustina de Aragón , 49",Valdemoro,402.003.307,-36.919.489,True,24077,True,newdevelopment,True,True,False,False,False,Desconocido,Hospital,Desconocido,True
102,22,640.0,studio,33.0,True,0,1,"Calle Embalse de Navacerrada, 53",Madrid,403.591.678,-35.948.413,True,11189,False,good,False,True,False,False,False,2,Villa de Vallecas,Ensanche de Vallecas - La Gavia,True
103,14,645.0,flat,84.0,True,2,2,"Travesía de Noblejas, 2",Aranjuez,400.308.188,-3.597.916,True,43827,False,good,False,False,False,True,False,2,Nuevo Aranjuez-Ciudad de las Artes,Desconocido,True
104,12,750.0,flat,46.0,False,1,1,"CARRERA DE SAN FRANCISCO, 14",Madrid,404.108.822,-37.133.169,True,1069,False,good,False,True,False,True,False,3,Centro,Palacio,False
105,16,735.0,studio,35.0,True,0,1,"Calle de María Tubau, 6",Madrid,405.137.383,-36.730.214,True,11088,False,good,False,True,False,True,False,1,Fuencarral,Las Tablas,True
106,22,600.0,flat,55.0,True,1,1,Calle Alcalá,Daganzo de Arriba,405.454.979,-34.582.275,False,25189,True,good,False,False,False,False,False,Desconocido,Desconocido,Desconocido,False
107,28,750.0,flat,75.0,True,3,1,Calle de Gregorio Ortiz,Madrid,403.422.105,-37.061.586,False,8286,False,good,False,False,False,False,False,Desconocido,Villaverde,Villaverde Alto,False
108,1,600.0,penthouse,25.0,True,1,1,"Calle Carretas, 31",Madrid,404.150.546,-3.703.188,True,183,False,good,False,True,False,True,False,5,Centro,Sol,True
109,30,705.0,flat,48.0,True,1,1,"Calle Arte Pop, 8",Madrid,403.631.821,-35.874.258,True,11472,False,good,False,True,False,False,False,4,Villa de Vallecas,Ensanche de Vallecas - La Gavia,True
110,35,650.0,flat,62.0,True,2,1,Calle Nuevo Guadarrama,Guadarrama,406.814.972,-40.779.084,False,43229,True,good,False,True,False,False,False,3,Desconocido,Desconocido,False
111,29,700.0,duplex,61.0,True,2,1,Camino de Madrid,Cobeña,405.684.393,-35.027.753,False,23917,False,good,False,False,False,False,False,1,Desconocido,Desconocido,False
112,14,650.0,studio,40.0,False,0,1,Calle Berruguete,Madrid,404.623.825,-37.067.882,False,5088,False,good,False,False,False,False,False,en,Tetuán,Berruguete,True
113,16,700.0,flat,40.0,True,1,1,Calle de los Sagrados Corazones,Madrid,40.408.986,-37.381.489,False,3076,False,good,False,False,False,False,False,bj,Latina,Puerta del Ángel,False
114,30,730.0,flat,51.0,True,2,1,Calle de Villajoyosa,Madrid,403.566.848,-36.899.208,False,6767,True,good,False,True,False,True,False,4,Villaverde,Los Rosales,False
115,35,750.0,flat,50.0,True,2,1,Calle de la Gavia Seca,Madrid,403.782.048,-3.618.842,False,8331,True,good,False,True,False,True,False,3,Villa de Vallecas,Casco Histórico de Vallecas,False
116,29,680.0,flat,56.0,True,2,1,Calle Madrid,Torrejón de Ardoz,404.626.558,-34.833.464,False,19298,True,good,False,True,False,True,False,3,Noroeste,Desconocido,False
117,29,710.0,flat,78.0,True,3,1,Calle Isaac Albéniz,Parla,40.229.689,-37.729.819,False,21617,True,good,False,True,False,True,False,4,Fuentebella-San Felix-El Leguario,Desconocido,False
118,29,720.0,flat,47.0,True,2,1,Calle de Arrozal,Madrid,404.264.208,-36.204.865,False,7088,True,good,False,True,False,True,False,1,San Blas,Amposta,False
119,12,750.0,studio,43.0,True,0,1,Calle de las Azucenas,Madrid,404.646.408,-37.015.475,False,5332,False,good,False,False,False,False,False,Desconocido,Tetuán,Valdeacederas,True
120,12,695.0,studio,40.0,True,0,1,Calle Camarillas,Madrid,404.740.632,-35.779,False,12376,False,good,False,False,False,False,False,Desconocido,Barajas,Casco Histórico de Barajas,True
121,32,630.0,flat,54.0,True,1,2,Calle de Aniceto Gaitán Sánchez,El Álamo,402.326.293,-4.000.047,False,32432,False,good,True,False,False,False,False,Desconocido,Desconocido,Desconocido,True
122,42,750.0,flat,90.0,True,3,1,Calle Carrachel,Algete,405.996.508,-35.041.753,False,26401,False,good,False,False,False,False,False,Desconocido,Desconocido,Desconocido,True
123,1,730.0,flat,50.0,True,1,1,Metro congosto,Madrid,403.709.629,-36.196.403,False,8717,False,good,False,False,False,False,False,2,Villa de Vallecas,Casco Histórico de Vallecas,True
124,24,600.0,flat,90.0,True,3,1,Calle del Pozo Chico,Valdemoro,401.913.355,-36.737.843,False,25182,False,good,False,False,False,False,False,Desconocido,Centro,Desconocido,True
125,17,650.0,studio,45.0,True,0,1,"Calle de Fernando Gabriel, 16",Madrid,404.245.432,-36.372.252,True,5656,False,good,False,False,False,False,False,bj,Ciudad Lineal,Pueblo Nuevo,True
126,20,750.0,flat,38.0,False,1,1,"Calle de Atocha, 51",Madrid,404.130.841,-3.700.354,True,470,True,good,False,False,False,False,False,bj,Centro,Huertas-Cortes,True
127,21,730.0,flat,50.0,True,1,1,Calle Ana María Matute,Rivas-Vaciamadrid,403.507.361,-35.299.169,False,16410,False,good,False,False,False,False,False,Desconocido,Rivas Futura,Desconocido,True
128,0,735.0,studio,30.0,True,0,1,"Carretera Fuencarral a Alcobendas, 22",Madrid,405.147.334,-36.734.076,True,11188,False,good,False,False,False,True,False,2,Fuencarral,Las Tablas,True
129,29,610.0,flat,72.0,False,1,1,Calle de Pedro Faura,Pinto,402.409.218,-37.024.263,False,19544,True,good,False,True,False,True,False,bj,San José - Buenos Aires,Desconocido,True
130,20,580.0,chalet,54.0,False,3,2,Los Santos de la Humosa,Los Santos de la Humosa,405.008.373,-3.255.075,False,39053,False,good,False,False,False,False,False,Desconocido,Desconocido,Desconocido,False
131,16,725.0,flat,50.0,True,1,1,"San Vicente de Paul, 3",Villanueva del Pardillo,404.907.977,-39.669.988,True,23787,False,good,False,True,False,False,False,en,Centro,Desconocido,False
132,22,750.0,flat,48.0,True,1,1,Calle Juana Urosa,Madrid,403.827.657,-37.435.256,False,5085,True,good,False,True,False,False,False,1,Carabanchel,Vista Alegre,False
133,24,750.0,flat,70.0,True,3,1,Calle Escuelas Pías,Alcalá de Henares,404.866.178,-33.649.445,False,29660,True,good,False,True,False,False,False,2,San Isidro - Los Almendros,Desconocido,False
134,16,750.0,flat,49.0,True,1,1,"Calle de Santa Susana, 44",Madrid,404.798.862,-36.474.341,True,8465,True,good,False,True,False,False,False,7,Hortaleza,Pinar del Rey,True
135,28,730.0,flat,60.0,True,3,1,Calle Alfonso X el Sabio,Parla,402.350.913,-37.690.298,False,20948,True,good,False,True,False,True,False,3,Reyes,Desconocido,False
